"word","n"
"highlighted",3
"hold",3
"holding",3
"illustrate",3
"illustrates",3
"imperative",3
"implementation",3
"incentive",3
"incorporated",3
"industries",3
"ineffective",3
"influentials",3
"infomediaries",3
"initial",3
"insights",3
"instruments",3
"interact",3
"internalism",3
"interviews",3
"involved",3
"involvement",3
"ipo",3
"issued",3
"iv",3
"kingdom",3
"korea",3
"legitimate",3
"les",3
"leur",3
"light",3
"likelihood",3
"linking",3
"liquidity",3
"lyonnais",3
"mainstream",3
"makers",3
"managed",3
"manipulation",3
"meeting",3
"meetings",3
"meta",3
"methodological",3
"methodology",3
"middle",3
"misbehaviour",3
"mitigate",3
"mnes",3
"multi",3
"multinational",3
"nas",3
"negatively",3
"newly",3
"ngos",3
"nomination",3
"nous",3
"operating",3
"operations",3
"orientated",3
"owning",3
"paradigm",3
"participants",3
"partnerships",3
"placing",3
"planning",3
"play",3
"plays",3
"poland",3
"policies",3
"poorly",3
"portefeuille",3
"practitioners",3
"predictions",3
"primary",3
"principle",3
"privatised",3
"problematic",3
"product",3
"professional",3
"prone",3
"propositions",3
"protect",3
"protection",3
"protocols",3
"provided",3
"proxied",3
"publication",3
"rapidly",3
"rational",3
"ratios",3
"realities",3
"receiving",3
"record",3
"reduce",3
"regression",3
"regulators",3
"relates",3
"representatives",3
"researchers",3
"restructuring",3
"resulting",3
"run",3
"scholes",3
"scope",3
"scores",3
"securities",3
"seeks",3
"selection",3
"separation",3
"significance",3
"sized",3
"societal",3
"special",3
"spending",3
"stages",3
"stake",3
"strengthen",3
"strengthening",3
"structural",3
"substitution",3
"successful",3
"suggested",3
"supervisory",3
"supporting",3
"swedish",3
"taiwanese",3
"takeover",3
"takeovers",3
"telecom",3
"testable",3
"tfp",3
"tier",3
"tobin's",3
"today's",3
"traded",3
"transnational",3
"trend",3
"tunisian",3
"turkey",3
"ultimately",3
"understanding",3
"undertaken",3
"unit",3
"unlike",3
"utilise",3
"valuable",3
"venture",3
"viewed",3
"voluntarily",3
"whilst",3
"wide",3
"widely",3
"written",3
"1980s",2
"1990s",2
"abandon",2
"absence",2
"academics",2
"accomplishes",2
"acquiring",2
"acting",2
"actionnariat",2
"acts",2
"add",2
"additionally",2
"addressing",2
"adopt",2
"adopting",2
"advantage",2
"advice",2
"affairs",2
"affected",2
"africa",2
"africa's",2
"agents",2
"aggregated",2
"aimed",2
"aims",2
"algorithm",2
"allocation",2
"alternatives",2
"amount",2
"announced",2
"answer",2
"appears",2
"appointed",2
"appointments",2
"appraised",2
"appropriateness",2
"articles",2
"assessed",2
"assesses",2
"assumptions",2
"attestation",2
"attract",2
"attributes",2
"au",2
"barriers",2
"bear",2
"bebchuk",2
"beginning",2
"beliefs",2
"bias",2
"bid",2
"block",2
"boardrooms",2
"body",2
"british",2
"built",2
"bureaucratic",2
"calendars",2
"campaigns",2
"candidates",2
"capitalism",2
"capture",2
"careful",2
"carried",2
"category",2
"causality",2
"central",2
"centred",2
"cg",2
"cgc",2
"chairman",2
"changed",2
"characteristic",2
"charged",2
"charity",2
"choose",2
"classification",2
"climate",2
"close",2
"code's",2
"coherent",2
"collateralised",2
"colleagues",2
"collected",2
"combination",2
"combining",2
"commission",2
"communications",2
"competing",2
"competition",2
"competitiveness",2
"compliers",2
"component",2
"conceptual",2
"concern",2
"concerned",2
"confirm",2
"conflicting",2
"consequences",2
"considerably",2
"consideration",2
"considerations",2
"consistency",2
"construct",2
"consumer",2
"consumers",2
"continent",2
"continental",2
"continue",2
"contracts",2
"contributions",2
"controlled",2
"correlation",2
"covered",2
"covering",2
"create",2
"crises",2
"crucial",2
"cut",2
"cuts",2
"d'etre",2
"date",2
"debates",2
"decreases",2
"deep",2
"defining",2
"demonstrated",2
"dependence",2
"depends",2
"depth",2
"derived",2
"designed",2
"detailed",2
"determinant",2
"determines",2
"develops",2
"differential",2
"dimension",2
"directing",2
"discipline",2
"disclose",2
"disclosures",2
"discount",2
"dispersion",2
"distant",2
"diverse",2
"documents",2
"domain",2
"dominance",2
"dominant",2
"dominated",2
"drawing",2
"drawn",2
"driving",2
"duties",2
"dynamics",2
"east",2
"emerges",2
"en",2
"engage",2
"engaging",2
"enrichment",2
"entire",2
"entities",2
"equals",2
"equilibrium",2
"error",2
"esg",2
"establish",2
"estimation",2
"europe",2
"eventually",2
"evolution",2
"evolved",2
"exclusive",2
"existing",2
"expense",2
"experiment",2
"expertise",2
"experts",2
"explanatory",2
"exposure",2
"exposures",2
"expressed",2
"extends",2
"extensive",2
"externally",2
"facing",2
"factor",2
"failures",2
"falls",2
"favours",2
"features",2
"february",2
"fee",2
"financing",2
"fine",2
"flexibility",2
"fraud",2
"frequently",2
"fsa",2
"fsa's",2
"fulfil",2
"functional",2
"gaps",2
"governments",2
"granted",2
"ground",2
"gsi",2
"guidance",2
"guide",2
"hand",2
"health",2
"herding",2
"hiafs",2
"history",2
"holds",2
"host",2
"human",2
"iaf",2
"identifies",2
"identities",2
"ifrs",2
"illegitimate",2
"ilo",2
"imf",2
"impacts",2
"impediments",2
"imperfect",2
"improved",2
"includes",2
"inclusive",2
"income",2
"inconsistent",2
"indicator",2
"indices",2
"individuals",2
"influential",2
"informal",2
"initiated",2
"insight",2
"insurers",2
"integration",2
"integrity",2
"intended",2
"intensity",2
"interactions",2
"interactive",2
"internally",2
"intervening",2
"interventions",2
"interview",2
"intriguing",2
"introduces",2
"investigating",2
"isolation",2
"italia",2
"italy",2
"japanese",2
"judgement",2
"keen",2
"kenya",2
"knowledge",2
"koh",2
"lagged",2
"lags",2
"larger",2
"late",2
"laws",2
"layoff",2
"lead",2
"leaders",2
"legislation",2
"leveraged",2
"liberalisation",2
"limitations",2
"links",2
"livedoor's",2
"logics",2
"longitudinal",2
"makes",2
"malaysia's",2
"malaysian",2
"manage",2
"mandated",2
"manufacturing",2
"matched",2
"material",2
"matters",2
"meaning",2
"means",2
"membership",2
"mergers",2
"method",2
"mind",2
"minimum",2
"mixed",2
"modele",2
"moderate",2
"monetary",2
"monitors",2
"motivated",2
"movement",2
"multivariate",2
"nab",2
"nationals",2
"net",2
"networks",2
"news",2
"norm",2
"north",2
"notable",2
"objectives",2
"obligations",2
"observations",2
"occur",2
"offered",2
"olivetti",2
"opinion",2
"opportunism",2
"opportunity",2
"organised",2
"outcome",2
"outlines",2
"outlook",2
"overcome",2
"overlooked",2
"oversight",2
"paid",2
"partnership",2
"pattern",2
"patterns",2
"pdg",2
"people",2
"percentage",2
"perceptions",2
"performing",2
"periods",2
"pervasive",2
"pharmaceutical",2
"plan",2
"plc",2
"pool",2
"popular",2
"possibility",2
"prefer",2
"preferences",2
"prescription",2
"prevent",2
"probability",2
"profile",2
"promu",2
"promulgations",2
"pronounced",2
"proposed",2
"protecting",2
"provision",2
"purchase",2
"pursuing",2
"qualifications",2
"quoted",2
"range",2
"ranked",2
"rankings",2
"reaching",2
"realised",2
"reality",2
"reason",2
"reasonableness",2
"receive",2
"received",2
"recognise",2
"recommended",2
"reducing",2
"refers",2
"reflecting",2
"reflexive",2
"reformed",2
"rejecting",2
"relating",2
"relational",2
"relevance",2
"relying",2
"remarkably",2
"resistance",2
"resulted",2
"reveal",2
"reviewed",2
"reviews",2
"rigorous",2
"risks",2
"rob",2
"robust",2
"roe",2
"roots",2
"routes",2
"sanction",2
"savings",2
"scale",2
"school",2
"scoring",2
"scrutiny",2
"seats",2
"sec",2
"sectional",2
"sectors",2
"selecting",2
"senior",2
"serial",2
"serving",2
"sheet",2
"shifted",2
"short",2
"shown",2
"skills",2
"socio",2
"sound",2
"specialists",2
"spread",2
"spreads",2
"stand",2
"stated",2
"steps",2
"stress",2
"strongly",2
"structured",2
"structuring",2
"subject",2
"subjective",2
"subsequently",2
"substantially",2
"success",2
"succession",2
"sufficient",2
"suggesting",2
"suggestions",2
"sweden",2
"symbolic",2
"targeted",2
"team",2
"teams",2
"tech",2
"tensions",2
"tenure",2
"tested",2
"tests",2
"theoretically",2
"theories",2
"tncs",2
"tools",2
"tornos",2
"traits",2
"transient",2
"trends",2
"true",2
"typical",2
"typology",2
"underlies",2
"underlying",2
"undertake",2
"undertakes",2
"university",2
"upward",2
"utilising",2
"utilities",2
"valuation",2
"variable",2
"variation",2
"varies",2
"vary",2
"vc",2
"vigilance",2
"vital",2
"volume",2
"wealth",2
"wedge",2
"white",2
"wider",2
"willingness",2
"women's",2
"workers",2
"workforce",2
"workloads",2
"worlds",2
"york",2
"zealand",2
"1970s",1
"a",1
"abandoned",1
"abrogate",1
"absorptive",1
"academia",1
"acceptance",1
"accepted",1
"accessing",1
"accompanied",1
"accomplish",1
"accuracy",1
"achieve",1
"achieved",1
"achilles",1
"acknowledge",1
"acknowledged",1
"acknowledgement",1
"acquire",1
"acquisition",1
"actively",1
"activist",1
"actors",1
"actuaries",1
"acute",1
"added",1
"addressee",1
"addressees",1
"addresses",1
"adds",1
"adequate",1
"adherence",1
"adhering",1
"adjusted",1
"administer",1
"administration",1
"advent",1
"adverse",1
"adversely",1
"advising",1
"advocacy",1
"affiliated",1
"affiliations",1
"aftermath",1
"agent",1
"aggregate",1
"aggressive",1
"aggressiveness",1
"agms",1
"agreement",1
"aid",1
"aligned",1
"aligning",1
"alignment",1
"alleviate",1
"alleviating",1
"allocate",1
"allowing",1
"alter",1
"alternate",1
"alternatively",1
"altruistic",1
"ambition",1
"americans",1
"amounts",1
"amplified",1
"anachronism",1
"analyst",1
"analytical",1
"anecdotal",1
"annually",1
"answers",1
"anti",1
"apartheid",1
"applicable",1
"application",1
"applied",1
"appraisal",1
"approved",1
"april",1
"architecture",1
"architectures",1
"arguing",1
"argumentative",1
"art",1
"ascribed",1
"asean",1
"asia's",1
"aspect",1
"assert",1
"asserting",1
"assessments",1
"assigned",1
"assigning",1
"associations",1
"assume",1
"assumes",1
"asymmetric",1
"atlantic",1
"attack",1
"attaining",1
"attempted",1
"attracts",1
"attuned",1
"atypically",1
"aud",1
"audited",1
"auditing",1
"augment",1
"augmente",1
"auraient",1
"australia's",1
"authorities",1
"authority's",1
"avenues",1
"averse",1
"aversion",1
"avoided",1
"avoiding",1
"awarded",1
"awards",1
"backdrop",1
"backgrounds",1
"bad",1
"basics",1
"basing",1
"basis",1
"baysinger",1
"beat",1
"begins",1
"behavioural",1
"behaviours",1
"belief",1
"believed",1
"belonging",1
"benchmark",1
"benchmarking",1
"beneficial",1
"berle",1
"bhagat",1
"biaise",1
"biased",1
"bids",1
"birmingham's",1
"blocks",1
"book",1
"booming",1
"boone",1
"border",1
"borrowed",1
"bottom",1
"boundary",1
"brace",1
"branched",1
"branches",1
"brazilian",1
"breach",1
"breaches",1
"breaks",1
"bribery",1
"brings",1
"britain's",1
"broad",1
"broadcasting",1
"broadly",1
"build",1
"builders",1
"burgeoning",1
"california",1
"capabilities",1
"capacity",1
"capitalist",1
"capitalists",1
"care",1
"carrieristes",1
"carry",1
"catalyse",1
"categorised",1
"causation",1
"caused",1
"cease",1
"center",1
"centralised",1
"centre",1
"centres",1
"centuries",1
"ceo's",1
"certainty",1
"chains",1
"chairmen",1
"challenge",1
"chance",1
"changements",1
"charitable",1
"charities",1
"check",1
"chief",1
"cic",1
"city",1
"civil",1
"claims",1
"clarity",1
"classify",1
"classifying",1
"closer",1
"clsa",1
"clues",1
"coalition",1
"coefficient",1
"coefficients",1
"cognitive",1
"cohesion",1
"cohesive",1
"cohesiveness",1
"coles",1
"collated",1
"collection",1
"college",1
"columbia",1
"combat",1
"combine",1
"commencing",1
"commercial",1
"commitment",1
"commitments",1
"committed",1
"committee's",1
"commons",1
"communicate",1
"communitarian",1
"communities",1
"comparably",1
"compares",1
"comparison",1
"comparisons",1
"compelled",1
"compensate",1
"compensated",1
"compete",1
"competitive",1
"complementary",1
"complete",1
"completes",1
"composed",1
"comprehensively",1
"compulsory",1
"concealed",1
"conceptions",1
"conceptually",1
"concluded",1
"concluding",1
"conclusive",1
"concrete",1
"condition",1
"conditional",1
"conditioned",1
"conducting",1
"conducts",1
"confidence",1
"confirms",1
"conflict",1
"conformity",1
"conforms",1
"confusion",1
"congress",1
"congruency",1
"conjectures",1
"connected",1
"connections",1
"connects",1
"connotations",1
"conscious",1
"considered",1
"consisted",1
"consolidation",1
"constantly",1
"constituency",1
"constituents",1
"constituted",1
"constitutes",1
"constrain",1
"constructed",1
"constructs",1
"consulting",1
"consumption",1
"contact",1
"contained",1
"contaminate",1
"contemporaneous",1
"contemporary",1
"contend",1
"contends",1
"contention",1
"contesting",1
"contexts",1
"continued",1
"continues",1
"contrasting",1
"contrasts",1
"controversial",1
"converging",1
"convinced",1
"cooperation",1
"copy",1
"corporation's",1
"corpus",1
"correctly",1
"costly",1
"counselling",1
"counter",1
"covers",1
"cpa",1
"cpas",1
"creating",1
"credentials",1
"credible",1
"creditors",1
"critically",1
"crossing",1
"csrc's",1
"cultivation",1
"cultural",1
"curb",1
"curvilinear",1
"d'anticipations",1
"d'e",1
"database",1
"davos",1
"dax",1
"deal",1
"dealt",1
"debated",1
"debating",1
"debilitating",1
"deceit",1
"deceptively",1
"decide",1
"declare",1
"declared",1
"declining",1
"deemed",1
"defence",1
"deficiencies",1
"deficit",1
"definition",1
"definitions",1
"delegation",1
"deliberately",1
"deliver",1
"delta",1
"demands",1
"demise",1
"demography",1
"demsetz",1
"denmark",1
"department",1
"departure",1
"derive",1
"describes",1
"design",1
"desirability",1
"desks",1
"destroy",1
"destroys",1
"destructive",1
"detail",1
"deteriorates",1
"determination",1
"determine",1
"determined",1
"deterrence",1
"detrimental",1
"developpons",1
"deviate",1
"device",1
"devices",1
"devoted",1
"devoting",1
"dichotomise",1
"dichotomous",1
"dickinson's",1
"differentiate",1
"difficulties",1
"diffuse",1
"diffused",1
"dilute",1
"dimensions",1
"direction",1
"director's",1
"disappears",1
"discern",1
"disciplining",1
"disclosed",1
"disclosing",1
"discounting",1
"discounts",1
"discourage",1
"discourse",1
"discourses",1
"discovered",1
"discrete",1
"discussing",1
"discussions",1
"disfranchise",1
"disparate",1
"disparity",1
"disposal",1
"disruptive",1
"dissemination",1
"dissertation",1
"distance",1
"distinctive",1
"distort",1
"distributed",1
"distribution",1
"divergence",1
"diversification",1
"divested",1
"divided",1
"division",1
"doctrine",1
"doctrines",1
"documented",1
"dogmatism",1
"dollars",1
"domestic",1
"dominate",1
"doubt",1
"dr",1
"drama",1
"dramatic",1
"draw",1
"draws",1
"driven",1
"drugs",1
"duty",1
"dynamic",1
"dynamism",1
"earlier",1
"earners",1
"econometric",1
"economics",1
"efficacy",1
"effort",1
"egyptian",1
"elect",1
"elected",1
"electric",1
"element",1
"eliminating",1
"elite",1
"emanating",1
"embodied",1
"emerge",1
"emerged",1
"emergence",1
"empathetic",1
"emphasise",1
"emphasised",1
"emphasises",1
"emphasising",1
"empiriquement",1
"employing",1
"employment",1
"empowered",1
"empowering",1
"empowerment",1
"encapsulating",1
"encourage",1
"encouraging",1
"encumbered",1
"endemic",1
"endogenously",1
"endorsing",1
"enfranchisement",1
"engrained",1
"enhanced",1
"enhancing",1
"enriching",1
"enron",1
"ensures",1
"entail",1
"entails",1
"entity",1
"entrenched",1
"entrenching",1
"entrenchment",1
"entrepreneurship",1
"environnement",1
"eps",1
"equally",1
"equations",1
"equitable",1
"equivalence",1
"equivocal",1
"erect",1
"escalate",1
"eso",1
"espoused",1
"essential",1
"esteem",1
"estimate",1
"estimated",1
"estimates",1
"estimating",1
"ethnicity",1
"eurasian",1
"europaea",1
"eva",1
"evaluative",1
"event",1
"events",1
"evolutionary",1
"exacerbated",1
"exaggerated",1
"examples",1
"exception",1
"excessive",1
"exchanges",1
"exchanging",1
"exclusion",1
"exercised",1
"existent",1
"exogenous",1
"expanded",1
"expanding",1
"expect",1
"expectancy",1
"expenditures",1
"experienced",1
"experimental",1
"experiments",1
"expert",1
"explaining",1
"explains",1
"explanation",1
"explicit",1
"explicitly",1
"expliquent",1
"explored",1
"express",1
"extensiveness",1
"externalities",1
"extract",1
"extracting",1
"extraction",1
"extremely",1
"facie",1
"factored",1
"faculty",1
"failed",1
"fails",1
"fairness",1
"fait",1
"falling",1
"families",1
"fashion",1
"favour",1
"favoured",1
"feasible",1
"federal",1
"fees",1
"feet",1
"fellow",1
"females",1
"fifteen",1
"fighting",1
"figurehead",1
"fills",1
"final",1
"financed",1
"financially",1
"firstly",1
"fixed",1
"flagrant",1
"flexible",1
"flows",1
"fool",1
"forced",1
"forces",1
"forecasting",1
"foreigners",1
"formalised",1
"formation",1
"formed",1
"forming",1
"forms",1
"fortune",1
"forum's",1
"fostering",1
"fosters",1
"foundation",1
"foundations",1
"founded",1
"fourth",1
"france",1
"frequency",1
"frequent",1
"fried",1
"fried's",1
"fruits",1
"ftse",1
"fulfilling",1
"functions",1
"fundamentally",1
"funded",1
"fusion",1
"gain",1
"gains",1
"gas",1
"gcgc",1
"generate",1
"generic",1
"geographic",1
"germany",1
"giant",1
"gillan",1
"gillies",1
"gjessing",1
"globally",1
"gls",1
"golden",1
"gonzalez",1
"govern",1
"governance's",1
"government's",1
"grained",1
"grand",1
"gravitational",1
"green",1
"greenbury",1
"greenspan",1
"group's",1
"grow",1
"grows",1
"guidelines",1
"half",1
"hall",1
"hampel",1
"handful",1
"hands",1
"harcourt",1
"harder",1
"harnessing",1
"harvard",1
"head",1
"headline",1
"heads",1
"healthier",1
"hear",1
"heavily",1
"hedge",1
"heel",1
"helpful",1
"helping",1
"hide",1
"higgs",1
"highlights",1
"historically",1
"holder",1
"holders",1
"holistic",1
"hpws",1
"http",1
"hub",1
"humour",1
"idea",1
"ideas",1
"identification",1
"identifying",1
"identity",1
"illusion",1
"illustration",1
"illustrative",1
"impacted",1
"implement",1
"implemented",1
"implicit",1
"implies",1
"imply",1
"implying",1
"impose",1
"imposed",1
"impossible",1
"improves",1
