"word","freq"
"shows",9
"since",9
"structures",9
"system",9
"test",9
"total",9
"towards",9
"various",9
"voluntary",9
"well",9
"work",9
".e.",8
"affects",8
"assets",8
"attention",8
"better",8
"cent",8
"ceos",8
"conducted",8
"context",8
"convergence",8
"despite",8
"direct",8
"due",8
"emerging",8
"environment",8
"european",8
"factors",8
"finally,",8
"focuses",8
"global",8
"increased",8
"increasing",8
"industry",8
"initiatives",8
"insider",8
"investors,",8
"korean",8
"law",8
"leadership",8
"local",8
"made",8
"management,",8
"measure",8
"nature",8
"practices,",8
"prior",8
"providing",8
"rather",8
"recommendations",8
"reflect",8
"report",8
"set",8
"several",8
"shareholders'",8
"shareholders,",8
"shares",8
"spanish",8
"standards",8
"strategic",8
"united",8
"upon",8
"value.",8
"years",8
"2003",7
"activity",7
"affect",7
"analysed",7
"aspects",7
"asymmetry",7
"become",7
"board's",7
"combined",7
"committees.",7
"communication",7
"concentrated",7
"critical",7
"developed",7
"directorships",7
"ensure",7
"equity",7
"existence",7
"explain",7
"greek",7
"groups",7
"growth",7
"hypothesis",7
"identified",7
"improve",7
"increasingly",7
"index",7
"interest",7
"investigates",7
"limited",7
"line",7
"measured",7
"modern",7
"mutual",7
"negative",7
"options",7
"owner",7
"particular",7
"particular,",7
"principles",7
"problems",7
"processes",7
"provides",7
"purpose",7
"r&d",7
"remuneration",7
"responsibility",7
"review",7
"service",7
"share",7
"specific",7
"state",7
"structure,",7
"suggests",7
"sustainability",7
"systems",7
"task",7
"tend",7
"theoretical",7
"view",7
"weak",7
"year",7
"\"et",6
"2005",6
"accounting",6
"activities",6
"addition,",6
"although",6
"arrangements",6
"assess",6
"attempts",6
"attitudes",6
"behaviour",6
"benefits",6
"black",6
"blockholders",6
"board.",6
"changing",6
"companies,",6
"company's",6
"conclude",6
"concludes",6
"contribution",6
"countries,",6
"current",6
"debt",6
"defined",6
"demonstrate",6
"efforts",6
"enforcement",6
"environment.",6
"especially",6
"extant",6
"focus",6
"form",6
"gap",6
"gender",6
"group",6
"help",6
"including",6
"interaction",6
"leading",6
"least",6
"link",6
"macroeconomic",6
"major",6
"make",6
"maturity",6
"namely",6
"national",6
"objective",6
"offers",6
"opportunities",6
"particularly",6
"past",6
"played",6
"position",6
"present",6
"prices",6
"private",6
"privatisation",6
"process",6
"regarding",6
"relatively",6
"reported",6
"requires",6
"socially",6
"stakeholders",6
"stewardship",6
"stronger",6
"survey",6
"take",6
"theory.",6
"thus",6
"traditional",6
"trust",6
"turnover",6
"types",6
"--profit",5
"&hairsp;",5
"(b)",5
"able",5
"accruals",5
"action",5
"adopted",5
"alternative",5
"analysis.",5
"area",5
"around",5
"auditor",5
"authority",5
"average",5
"benefit",5
"beyond",5
"chairs",5
"china",5
"chinese",5
"community",5
"compare",5
"compared",5
"complex",5
"complexity",5
"concept",5
"consider",5
"considerable",5
"contacts",5
"content",5
"contributes",5
"crisis",5
"culture",5
"debate",5
"develop",5
"directors,",5
"document",5
"duality",5
"emphasis",5
"engagement",5
"enhance",5
"ethical",5
"executives",5
"exhibit",5
"experience",5
"explore",5
"explores",5
"fiduciary",5
"finds",5
"focused",5
"fund",5
"furthermore,",5
"gave",5
"given",5
"highlight",5
"highly",5
"hostile",5
"hypothesised",5
"incentives",5
"increases",5
"independence,",5
"influenced",5
"inside",5
"instrument",5
"interests",5
"leads",5
"levels",5
"literature.",5
"little",5
"market.",5
"meet",5
"member",5
"might",5
"minority",5
"models",5
"moderating",5
"non-compliance",5
"observed",5
"offer",5
"oriented",5
"outcomes",5
"overall,",5
"owners",5
"ownership,",5
"panel",5
"part",5
"perceived",5
"potentially",5
"presence",5
"primarily",5
"promoting",5
"propose",5
"publicly",5
"rating",5
"reasons",5
"reference",5
"regime.",5
"regulation",5
"regulatory",5
"relationships",5
"relative",5
"relevant",5
"reporting",5
"requirements",5
"research.",5
"rules",5
"scandals",5
"sector.",5
"seeking",5
"seen",5
"services",5
"simultaneous",5
"size.",5
"specifically",5
"specifically,",5
"sri",5
"standard",5
"strategies",5
"studies,",5
"study,",5
"swiss",5
"theory,",5
"tool",5
"value,",5
"variables",5
"whereas",5
"without",5
"working",5
"(1)",4
"(2)",4
"(3)",4
"(ii)",4
"(iii)",4
"1997",4
"1999",4
"2002",4
"2003.",4
"ability",4
"access",4
"account",4
"achieving",4
"active",4
"activism",4
"actual",4
"adoption",4
"al.\",",4
"american",4
"analysed.",4
"analysing",4
"analysts'",4
"approaches",4
"argue",4
"assessment",4
"assurance",4
"auditor.",4
"balance",4
"boardroom",4
"call",4
"cash-flow",4
"categories,",4
"cause",4
"chaebol",4
"chair",4
"challenges",4
"characterised",4
"choix",4
"code.",4
"collaborative",4
"company.",4
"compensation,",4
"concepts",4
"concerns",4
"conduct",4
"consent",4
"considers",4
"constraining",4
"context,",4
"control.",4
"conventional",4
"country",4
"crisis,",4
"crisis.",4
"criteria",4
"czech",4
"dataset",4
"declines",4
"democratic",4
"demographic",4
"determinants",4
"determining",4
"developments",4
"differ",4
"difference",4
"discretionary",4
"discusses",4
"discussion",4
"done",4
"drug",4
"economy",4
"empirically",4
"endogeneity",4
"equation",4
"evaluates",4
"evaluating",4
"explained",4
"female",4
"field",4
"five",4
"for",4
"fraction",4
"gaining",4
"gap.",4
"generally",4
"german",4
"guiding",4
"historical",4
"identify",4
"improvements",4
"include",4
"incumbent",4
"indicates",4
"individual",4
"industrial",4
"informativeness",4
"insiders",4
"integrated",4
"introduction",4
"investments",4
"investors'",4
"investors.",4
"known",4
"labour",4
"large,",4
"last",4
"led",4
"leverage",4
"mainly",4
"members,",4
"model.",4
"monitor",4
"most",4
"move",4
"nlcs",4
"non-linear",4
"notion",4
"opportunities,",4
"outline",4
"ownership.",4
"paper,",4
"participation",4
"pension",4
"perspective",4
"presented",4
"presents",4
"pressure",4
"price",4
"problem",4
"procedures",4
"profitability",4
"promote",4
"promotion",4
"published",4
"qualified",4
"question",4
"questions",4
"rate",4
"regard",4
"regarded",4
"regulations",4
"relations",4
"remain",4
"research,",4
"responsible",4
"return",4
"reveals",4
"rights.",4
"s&p",4
"schemes",4
"second,",4
"seek",4
"sensitivity",4
"separate",4
"serve",4
"shares,",4
"shift",4
"similar",4
"single",4
"size,",4
"sources",4
"stability",4
"stakeholder",4
"still",4
"structure.",4
"structures.",4
"subsidiaries",4
"substantial",4
"supports",4
"sustainable",4
"systematic",4
"taiwan.",4
"taken",4
"technology",4
"they",4
"top",4
"toward",4
"turkish",4
"unique",4
"useful",4
"uses",4
"utility",4
"values",4
"variations",4
"versus",4
"views",4
"weaknesses",4
"world",4
"world's",4
"worldwide",4
"years.",4
"yet",4
"\"comply",3
"(iv)",3
"1998",3
"1999.",3
"2000",3
"2000,",3
"2001",3
"2002,",3
"500",3
"academic",3
"acquisitions",3
"acs",3
"act",3
"actuarial",3
"adding",3
"additional",3
"addressed",3
"after",3
"age",3
"agm",3
"aim",3
"anglo-american",3
"argued",3
"argues",3
"arguments",3
"assessing",3
"assignment",3
"attractive",3
"background",3
"bangladesh.",3
"bank's",3
"becoming",3
"behaviour,",3
"behaviour.",3
"biggest",3
"blockholder",3
"bring",3
"building",3
"calls",3
"canadian",3
"career",3
"cases,",3
"causes",3
"chances",3
"change.",3
"characteristics.",3
"choice",3
"choices",3
"closely",3
"collaboration",3
"collective",3
"come",3
"common",3
"compensation.",3
"components",3
"comprehensive",3
"conclusion",3
"conclusions",3
"conference",3
"conflicts",3
"conglomerate",3
"consensus",3
"consequence",3
"contribute",3
"controls",3
"corporation",3
"cost",3
"country's",3
"created",3
"creation",3
"credit",3
"currency",3
"currently",3
"cyprus",3
"danish",3
"dans",3
"decade,",3
"decisions.",3
"democracy.",3
"demonstrates",3
"density",3
"dependent",3
"depending",3
"des",3
"development",3
"deviations",3
"differs",3
"difficult",3
"directly",3
"disclosure.",3
"discuss",3
"discussed",3
"dispersed",3
"distinct",3
"dual",3
"dutch",3
"early",3
"economies,",3
"educational",3
"effect\"",3
"effect.",3
"efficiency",3
"employ",3
"employed",3
"employee",3
"enhances",3
"enterprises",3
"environmentalists",3
"esos",3
"established",3
"ethnic",3
"evaluate",3
"evaluations",3
"evolving",3
"examination",3
"executives.",3
"expected",3
"explain\"",3
"exploring",3
"expropriation",3
"extend",3
"faced",3
"facilitate",3
"finding",3
"firm-level",3
"first,",3
"fit",3
"flow",3
"focusing",3
"forecast",3
"forecasts",3
"formal",3
"function",3
"fundamental",3
"funding",3
"funds",3
"funds.",3
"general",3
"globalisation",3
"governed",3
"grants",3
"growing",3
"held",3
"illustrate",3
"illustrates",3
"imperative",3
"implementation",3
"improvement",3
"incentive",3
"included",3
"incorporated",3
"industry.",3
"initial",3
"insights",3
"instruments",3
"interviews",3
"investment.",3
"investments.",3
"involved",3
"involvement",3
"ipo",3
"issued",3
"issues,",3
"korea",3
"legitimate",3
"les",3
"leur",3
"life",3
"light",3
"likelihood",3
"linking",3
"losses",3
"lyonnais",3
"mainstream",3
"makers",3
"making",3
"markets",3
"markets.",3
"matter",3
"mechanisms.",3
"medium-sized",3
"meeting",3
"members'",3
"methodological",3
"methodology",3
"misbehaviour",3
"mitigate",3
"model,",3
"multinational",3
"negatively",3
"newly",3
"ngos",3
"nomination",3
"non-anglo-saxon",3
"non-audit",3
"non-financial",3
"nous",3
"operating",3
"option",3
"organisation.",3
"overall",3
"owned",3
"partnerships",3
"perform",3
"perspectives",3
"place",3
"placing",3
"planning",3
"play",3
"plays",3
"point",3
"poland",3
"political",3
"portefeuille",3
"portfolios",3
"possible",3
"post-privatisation",3
"practice,",3
"primary",3
"privatised",3
"problematic",3
"processes.",3
"product",3
"productivity",3
"professional",3
"profitability,",3
"prone",3
"propositions",3
"protect",3
"protocols",3
"provisions",3
"publication",3
"quality.",3
"rapidly",3
"ratio",3
"rational",3
"ratios",3
"receiving",3
"recently",3
"reduce",3
"regression",3
"relates",3
"reporting.",3
"representation.",3
"representatives",3
"resource",3
"resources",3
"responsibilities",3
"resulting",3
"sarbanes-oxley",3
"scores",3
"second",3
"sector,",3
"securities",3
"seeks",3
"seem",3
"seems",3
"separation",3
"serious",3
"seven",3
"significance",3
"societal",3
"society",3
"society.",3
"some",3
"special",3
"spending",3
"stakeholders.",3
"states",3
"status",3
"strengthen",3
"strengthening",3
"structural",3
"studies.",3
"substitution",3
"successful",3
"supervisory",3
"supporting",3
"swedish",3
"system.",3
"systems.",3
"taiwanese",3
"takeover",3
"taking",3
"tasks",3
"telecom",3
"testable",3
"tobin's",3
"today's",3
"traded",3
"trading",3
"transnational",3
"trend",3
"tunisian",3
"type",3
"understanding",3
"unions",3
"unit",3
"unlike",3
"utilise",3
"venture",3
"viewed",3
"voluntarily",3
"vote",3
"vote-buying",3
"ways",3
"weaker",3
"when",3
"whilst",3
"with",3
"written",3
"years,",3
"-depth",2
"\"corporate",2
"\"leverage",2
"\"the",2
"\"union",2
"\"universal",2
"&equals;",2
"(2003)",2
"(e.g.",2
"(fsa)",2
"(lower",2
"(mnes)",2
"(proxied",2
"(t&d)",2
"150",2
"1992,",2
"500.",2
"abandon",2
"absence",2
"according",2
"accountability,",2
"acquiring",2
"acs,",2
"acting",2
"actionnariat",2
"actions",2
"actions.",2
"actually",2
"add",2
"addition",2
"additionally,",2
"addressing",2
"adopt",2
"adopting",2
"advantage",2
"advice",2
"affairs",2
"affiliation",2
"africa's",2
"africa,",2
"african",2
"agenda",2
"aggregated",2
"agreements",2
"aimed",2
"algorithm",2
"allocation",2
"almost",2
"alternatives.",2
"amount",2
"announced",2
"announcements",2
"another",2
"answer",2
"appears",2
"appointed",2
"appointments",2
"appropriate",2
"argument",2
"articles",2
"asia",2
"assesses",2
"attract",2
"auditors",2
"australia",2
"authors",2
"average,",2
"banking",2
"banking,",2
"banks",2
"banks,",2
"barriers",2
"bear",2
"bebchuk",2
"beginning",2
"behind",2
"black-scholes",2
"block",2
"blockholder.",2
"blockholders.",2
"board,",2
"both",2
"brief",2
"british",2
"built",2
"bureaucratic",2
"cadbury",2
"calendars",2
"calpers",2
"canada",2
"capital,",2
"capital.",2
"capture",2
"careful",2
"carried",2
"cash",2
"causality",2
"central",2
"centred",2
"certainly",2
"chairman",2
"characteristic",2
"charged",2
"charity",2
"choose",2
"circumstances",2
"circumstances.",2
"clear",2
"clearly",2
"climate",2
"close",2
"code's",2
"code,",2
"codes,",2
"codes.",2
"coherent",2
"collapse",2
"collateralised",2
"colleagues,",2
"collected",2
"combination",2
"comes",2
"commission,",2
"committee.",2
"company,",2
"competing",2
"competition",2
"competitiveness",2
"conceptual",2
"concern",2
"concerned",2
"concerning",2
"concerns.",2
"conditions",2
"conditions,",2
"conditions.",2
"confirm",2
"conflicting",2
"consequences",2
"consideration",2
"considering",2
"construct",2
"consumer",2
"consumers",2
"contests.",2
"context.",2
"continental",2
"continue",2
"contrary",2
"contrast",2
"contrast,",2
"contributions",2
"controls,",2
"corporations,",2
"correlation",2
"corruption",2
"corruption,",2
"country,",2
"country.",2
"courts",2
"covered",2
"covering",2
"create",2
"criteria.",2
"csr,",2
"customers.",2
"cuts",2
"d'etre",2
"date,",2
"debates",2
"decision",2
"decision-making",2
"decision.",2
"decisions,",2
"decreases",2
"defining",2
"demonstrated",2
"depends",2
"derived",2
"designed",2
"detailed",2
"determinant",2
"determines",2
"development,",2
"develops",2
"differential",2
"directing",2
"directorships,",2
"directorships.",2
"discipline",2
"disclose",2
"disclosure,",2
"disclosures",2
"discount",2
"dispersion",2
"distant",2
"diverse",2
"diversified",2
"diversity,",2
"dominance",2
"dominant",2
"dominated",2
"drawing",2
"drawn",2
"driving",2
"dual-class",2
"dynamics",2
"economies.",2
"economy.",2
"effect,",2
"effective.",2
"effectively",2
"efficiency,",2
"efficient",2
"elements",2
"employees",2
"endogenous",2
"endogenous.",2
"engage",2
"engaging",2
"enterprise",2
"entire",2
"environment,",2
"error",2
"esg",2
"establish",2
"estimation",2
"ethics.",2
"evaluated",2
"evaluations,",2
"even",2
"evolution",2
"examined",2
"exclusive",2
"execution",2
"execution.",2
"exercise",2
"exist",2
"existing",2
"exists",2
"expense",2
"expertise",2
"explanations",2
"explanatory",2
"expressed",2
"extends",2
"extensive",2
"extent,",2
"externally",2
"face",2
"facing",2
"fact",2
"factor",2
"failure",2
"family-owned",2
"far",2
"favours",2
"features",2
"february",2
"fee",2
"finance",2
"firm,",2
"firm.",2
"flexibility",2
"follow",2
"followed",2
"framework.",2
"fsa's",2
"fulfil",2
"functional",2
"funds,",2
"further,",2
"gaps",2
"gathering",2
"general,",2
"general.",2
"gestionnaires",2
"get",2
"going",2
"governance-related",2
"governance\".",2
"governance:",2
"government,",2
"government.",2
"governments",2
"granted",2
"great",2
"ground",2
"guidance",2
"guide",2
"harmonisation",2
"health",2
"highlighted",2
"history",2
"hold",2
"holdings",2
"holds",2
"host",2
"how",2
"human",2
"identifies",2
"ifrs",2
"illegitimate",2
"impacts",2
"impediments",2
"imperfect",2
"important.",2
"improved",2
"includes",2
"inclusive",2
"inconsistent.",2
"indicated",2
"indicator",2
"individuals.",2
"industries,",2
"industry,",2
"ineffective.",2
"influential",2
"influentials,",2
"infomediaries",2
"informal",2
"initiated",2
"insight",2
"integration",2
"intended",2
"intensity.",2
"interact",2
"interactions",2
"interactive",2
"interests.",2
"internalism",2
"internally",2
"intervening",2
"interventions",2
"interview-based",2
"intriguing",2
"introduces",2
"investigating",2
"investing",2
"isolation",2
"issue.",2
"issues.",2
"italia",2
"japan",2
"japanese",2
"judgement",2
"keen",2
"kingdom",2
"knowledge",2
"koh",2
"labour.",2
"lagged",2
"lags",2
"larger",2
"late",2
"latter",2
"law.",2
"laws",2
"layoff",2
"lcs",2
"lcs.",2
"lead",2
"level);",2
"level.",2
"leveraged",2
"liberalisation",2
"likely;",2
"links",2
"liquidity,",2
"literature,",2
"livedoor's",2
"logics",2
"longitudinal",2
"made.",2
"makes",2
"malaysia",2
"malaysia's",2
"malaysia.",2
"malaysian",2
"manage",2
"managed.",2
"mandated",2
"manipulation",2
"manufacturing",2
"market-based",2
"market-orientated",2
"market,",2
"markets'",2
"markets,",2
"material",2
"matters.",2
"meaning",2
"measures.",2
"mechanisms,",2
"medium",2
"meetings",2
"member.",2
"membership",2
"mergers",2
"meta-analysis",2
"middle",2
"mind",2
"minimum",2
"modele",2
"moderate",2
"monitors",2
"more",2
"motivated",2
"movement",2
"multivariate",2
"nas",2
"net",2
"netherlands.",2
"networks",2
"news",2
"nigeria",2
"nigeria.",2
"non-chaebol",2
"non-national",2
"non-sr",2
"norm",2
"north",2
"notable",2
"nothing",2
"objectives",2
"observations",2
"occur",2
"offered",2
"olivetti",2
"only",2
"operations",2
"opinion",2
"opportunism",2
"opportunity",2
"organised",2
"other",2
"outcome",2
"outlines",2
"over",2
"overlooked.",2
"oversight",2
"ownership-performance",2
"owning",2
"paid",2
"paper.",2
"paradigm",2
"participants.",2
"pattern",2
"pay-performance",2
"pay,",2
"people",2
"percentage",2
"performing",2
"period.",2
"pervasive",2
"pharmaceutical",2
"placed",2
"plan",2
"plc",2
"points",2
"policies",2
"pool",2
"poorly",2
"popular",2
"position.",2
"positions",2
"possibility",2
"practice.",2
"practitioners",2
"predictions",2
"prefer",2
"prescription",2
"prevent",2
"principle",2
"privatisation,",2
"privatisation.",2
"probability",2
"problems.",2
"process.",2
"productivity.",2
"profits",2
"promu",2
"promulgations",2
"proposed",2
"protecting",2
"protection",2
"provided",2
"provision",2
"purchase",2
"pursuing",2
"put",2
"que",2
"quoted",2
"range",2
"ranked",2
"rankings",2
"ratings",2
"ratings.",2
"realities",2
"reason",2
"reasonableness",2
"receive",2
"received",2
"recognise",2
"recommended",2
"record",2
"reducing",2
"refers",2
"reflecting",2
"reform.",2
"reformed",2
"reforms,",2
"regulation.",2
"rejecting",2
"relating",2
"relational",2
"relevance",2
"relying",2
"remarkably",2
"remuneration.",2
"reports,",2
"republic.",2
"researchers",2
"resistance",2
"resources.",2
"restructuring",2
"resulted",2
"returns,",2
"reveal",2
"reverse",2
"reviewed",2
"reviews",2
"rights,",2
"rigorous",2
"robust",2
"role,",2
"roots.",2
"sanction",2
"scale",2
"scope",2
"scoring",2
"scrutiny.",2
"sec,",2
"sectors",2
"selecting",2
"selection",2
"self-governance",2
"self-regulatory",2
"senior",2
"service,",2
"serving",2
"shareholder\"",2
"shares.",2
"sheet",2
"shifted",2
"short-term",2
"showing",2
"shown",2
"small,",2
"smaller",2
"smoothing,",2
"sound",2
"south",2
"south-east",2
"spreads.",2
"stages:",2
"stake",2
"standards,",2
"state.",2
"stated",2
"steps",2
"stock-option",2
"stress",2
"strongly",2
"structures,",2
"structuring",2
"subject",2
"substantially",2
"success",2
"sufficient",2
"suggested",2
"suggesting",2
"suggestions",2
"sweden",2
"symbolic",2
"system,",2
"takeovers",2
"team",2
"tends",2
"tensions",2
"tests",2
"then,",2
"theoretically",2
"theories",2
"things",2
"third,",2
"through",2
"throughout",2
"thus,",2
"today.",2
"transient",2
"trends",2
"true",2
"turkey",2
"typical",2
"typology",2
"ultimately",2
"underlies",2
"underlying",2
"undertake",2
"undertaken",2
"undertakes",2
"union",2
"university",2
"unlikely",2
"upward",2
"us,",2
"utilising",2
"valuable",2
"valuation",2
"values,",2
"values.",2
"variables,",2
"variation",2
"varies",2
"vary",2
"vc-backed",2
"vital",2
"voice-exit",2
"volume",2
"weak.",2
"wedge",2
"well-defined",2
"what",2
"whereby",2
"white",2
"widely",2
"wider",2
"willingness",2
"women's",2
"workloads",2
"world,",2
"worlds",2
"zealand",2
"--job",1
"-diversified",1
"-market;",1
"-profits",1
"-standing",1
"\"back",1
"\"bad",1
"\"board",1
"\"collective\"",1
"\"combined",1
"\"community",1
"\"control",1
"\"efficient",1
"\"entrenchment",1
"\"governance",1
"\"green\"",1
"\"herding",1
"\"holding\"",1
"\"insider",1
"\"insiders\"",1
"\"internalism\":",1
"\"journal",1
"\"link",1
"\"one",1
"\"owner-controlled\"",1
"\"partnership-style\"",1
"\"pay",1
"\"prima",1
"\"q\"",1
"\"representative\"",1
"\"reverse",1
"\"risk\"",1
"\"selling\"",1
"\"size",1
"\"strategy",1
"\"tragedy",1
"\"voice\"",1
"(\"action",1
"(\"reflexive",1
"(\"serial",1
"(\"shareholder",1
"(1932",1
"(1973",1
"(1986",1
"(1989",1
"(1992)",1
"(1999",1
"(2000",1
"(2001",1
"(2002",1
"(2002)",1
"(2003-2004).",1
"(2003).",1
"(2003,",1
"(ac)",1
"(ac).",1
"(agm)",1
"(australia,",1
"(big)",1
"(bs)",1
"(cadbury",1
"(ceo",1
"(ceo)",1
"(cg)",1
"(cgc)",1
"(chaebol)",1
"(cic).",1
"(clsa),",1
"(combining",1
"(csr)",1
"(csr).",1
"(csr)?",1
"(d)",1
"(e.g.,",1
"(environmental,",1
"(esos)",1
"(executive)",1
"(exercise",1
"(exit).",1
"(former)",1
"(gcgc).",1
"(gsi)",1
"(harvard",1
"(hiafs)",1
"(higher",1
"(iaf)",1
"(individual)",1
"(inlogov),",1
"(lcs)",1
"(less)",1
"(ltips)",1
"(middle",1
"(nab),",1
"(nas)",1
"(nbim)?",1
"(ned)",1
"(nepotism).",1
"(nlcs).",1
"(nse)",1
"(nyse)",1
"(nz)",1
"(often",1
"(outside",1
"(prestige)",1
"(rob",1
"(se)",1
"(sox).",1
"(specifically,",1
"(sr)",1
"(sri)",1
"(tfp)",1
"(tncs)",1
"(uo)",1
"(v)",1
"(vi)",1
"(voting",1
"1,216",1
"10.",1
"100",1
"105",1
"105-128)",1
"12-month",1
"142",1
"143,",1
"149",1
"1500",1
"1678",1
"175",1
"188",1
"1960,",1
"1970s",1
"1980s",1
"1980s.",1
"1983-2003.",1
"1985-2003",1
"1988",1
"1989",1
"199",1
"1990",1
"1990s,",1
"1990s.",1
"1991-97,",1
"1992",1
"1992-2005",1
"1993",1
"1994-2003.",1
"1994.",1
"1995",1
"1995-97",1
"1996",1
"1997-1998.",1
"1997.",1
"1997/1998",1
"1998-2001",1
"1999-2001.",1
"1999-2002.",1
"1999,",1
"2-sls",1
"2001.",1
"2003-2005",1
"2003,",1
"2004",1
"2004-2005",1
"2004)",1
"2004.",1
"2005,",1
"2006.",1
"209-233),",1
"210",1
"219",1
"230",1
"237-247)",1
"263",1
"274",1
"3,638",1
"301",1
"318",1
"34).",1
"340",1
"35,",1
"36.3",1
"4-5",1
"4,408",1
"404",1
"44,149",1
"45-54",1
"450",1
"473",1
"54-56",1
"540",1
"60).",1
"65.5",1
"658)",1
"a's",1
"abandoned",1
"ability.",1
"abrogate",1
"absorptive",1
"academia",1
"academics",1
"academics,",1
"acceptance",1
"accepted",1
"accessing",1
"accompanied",1
"accomplish",1
"accomplishes",1
"accomplishes,",1
"accountability.",1
"accounting-based",1
"accuracy",1
"achieve",1
"achieved.",1
"achilles'",1
"acknowledge",1
"acknowledged",1
"acknowledgement",1
"acquire",1
"acquisition",1
"acquisitions.",1
"actively",1
"activism.",1
"activism;",1
"activist",1
"activities.",1
"activity.",1
"actors",1
"acts",1
"acts,",1
"actuaries",1
"acute",1
"added,",1
"address:",1
"addressee",1
"addressees,",1
"addresses",1
"adds",1
"adequate",1
"adherence",1
"adhering",1
"administer",1
"administration",1
"adopted.",1
"advent",1
"adverse",1
"adversely",1
"advising",1
"advocacy",1
"affected",1
"affiliated",1
"affiliation.",1
"affiliations",1
"african-americans",1
"aftermath",1
"against",1
"age,",1
"agency,",1
"agenda,",1
"agent",1
"agents",1
"agents,",1
"aggregate",1
"aggressive",1
"aggressiveness,",1
"agms",1
"agreement",1
"agreements,",1
"aid",1
"aims",1
"aims,",1
"al\".",1
"al.\")",1
"aligned,",1
"aligning",1
"alignment",1
"alleviate",1
"alleviating",1
"allocate",1
"allow",1
"allowing",1
"allows",1
"alone",1
"alone:",1
"along",1
"also.",1
"alter",1
"alternate",1
"alternatively",1
"altruistic",1
"ambition",1
"amounts",1
"amplified",1
"anachronism",1
"analysis,",1
"analyst",1
"analytical",1
"anecdotal",1
"announcements.",1
"annually",1
"answers",1
"anti-director",1
"apartheid",1
"applicable.",1
"application",1
"applied",1
"appraisal",1
"appraised",1
"appraised.",1
"appropriateness",1
"appropriateness,",1
"approved",1
"april",1
"architecture",1
"architectures",1
"are",1
"area,",1
"area.",1
"areas,",1
"areas:",1
"argued,",1
"arguing",1
"argument,",1
"argumentative",1
"arguments.",1
"arrangements,",1
"ascribed",1
"asean",1
"asia's",1
"asia,",1
"asia.",1
"asked",1
"aspect",1
"assert",1
"asserting",1
"assessed,",1
