" This study examines the effects of outside directors' proportion and their social capital on firm value using a sample of 473 large, publicly traded Korean companies from 1998 through 2003. Outside director proportion, which is defined as the ratio of outside directors to the total number of directors of a company, is regarded as a proxy of board independence. Outside director social capital, which is defined as the degree to which outside board members have outside contacts in the external environment, is regarded as a proxy of board's ability to extract valuable resources or information from the environment. It is hypothesised that both the proportion of outside directors to the total directors and outside director social capital will be positively associated with firm value. This study reports strong GLS evidence of the relationship between outside director social capital and firm value but no significant relationship between outside director proportion and firm value. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" We study the relationship between venture capital financing, CEO ownership, compensation structure, and board structures for a group of Australian IPO firms. Results suggest that board structures are influenced by the industry the firm is in, and presence of venture capitalists results in a larger board with a higher number of outside directors. CEOs in non VC-backed firms own a significantly higher fraction of firm shares, and CEO ownership is negatively related to both board size and outside blockholders. VC-backed firms are significantly more likely to disclose information about CEO compensation packages, but the relationship between actual board size and structure and disclosure is insignificant. Finally, we also find that venture capital backing significantly decreases the time to change-in-status for firms, whereby firms cease to exist as independent entities. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Board characteristics have not been a significant area of study in the IPO literature. We focus on the emerging corporate governance reform in China to investigate the relationship between a range of board characteristics and IPO initial returns and long-term performance. We find evidence that board size is positively related to short-term returns, while in the long-term, a positive relationship exists between performance and the voluntary post-listing separation of the roles of CEO and Chair of the Board. Our long-term results suggest that at least some Chinese listed firms are actively and voluntarily moving toward better governance structures. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Most research investigating the impact of board leadership structure as a corporate governance mechanism, on corporate performance has focused largely on either the Anglo-American context or the Asian experience and has come up with diverse conclusions. This study sheds light on the extent to which corporate leadership structure affects corporate performance by providing empirical evidence from a sample of Egyptian listed firms. The initial econometric results indicate that CEO duality has no impact on corporate performance. However, when an interaction term between industry type and CEO duality is included in the model, the impact of CEO duality on corporate performance is found to vary across industries, a result that is supportive of both agency theory and stewardship theory. In addition, when firms are categorised according to their financial performance, CEO duality attracts a positive and significant coefficient only when corporate performance is low. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" We document changes in board characteristics in public US firms between 1997 and 2003. We find significant changes in board independence, committee independence, board size, interlocking directorships, director occupation and multiple directorships. Most of the changes occur between 2000 and 2003. In general, these changes appear both in small and large firms. However, changes in board size and in multiple directorships are statistically significant in large firms only. We find weaker trends in the financial stake of independent directors and in separating CEOs from the chairman position. In 2003 many independent directors have small holdings in the firms they direct and CEOs chair around two-thirds of the boards in our sample. Together, these results shed light on the types of board structures that have recently become the norm in US public firms. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper examines the relationship between firm complexity and board of director composition. Utilising the board typology of Baysinger and Zardkoohi (1986 ), we classify board members either as insiders, business experts, support specialists, or community influentials, and examine board composition in relation to firm internal and external complexity. Internal complexity refers to the sophistication of internal work processes (proxied by firm R&D expenditures, and the amount of invested capital), while external complexity relates to the external competitive structure (proxied by the number of business and geographic segments, and industrial leadership). Utilising a random sample of 150 firms drawn from six industries over the 2003-2005 time period, and after classifying 4,408 directors to one of our board categories, multivariate results confirm conjectures that complexity is related to the specific capabilities that each board member brings to the firm. We find that externally complex firms substitute community influentials for insiders. Additionally, internally complex firms have lower levels of community influentials, which are substituted by insiders and support specialists. This study adds to a small but growing literature that examines the economic determinants of board structure ( Boone \"et al.\", 2007 ; Coles \"et al.\", 2005 ; Gillan \"et al.\", 2003 ; Linck \"et al.\", 2005 ), by providing a unique lens in examining board characteristics that goes beyond the traditional insider/independent classification. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" The mutual versus plc debate has now branched out to include discussion of the potential benefits to consumers from alternative organisational forms. This paper investigates whether performance, risk and fee levels differ across mutual and plc ownership groups in the UK unit trust industry. To this end, this paper uses monthly time-series data for UK unit trusts industry for the years 2000 to 2005 and compares recorded performance from a consumer perspective by organisational form. The paper finds some difference between the two organisational groups with respect to the annual management fee charged and risk-exposures, which seem to affect returns of their unit trusts. Consistent with recent studies, such results suggest that diversity of organisational form fosters product variations across UK investment products. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Some S&P 500 firms have recently formed technology committees at the board-level. This study investigates the corporate governance and firm financial performance implications of the voluntary formation of technology committees by members of the S&P 500. Using financial performance and structure-related variables, the results of the study suggest that firms' corporate governance ratings are significantly and positively related to their decisions to voluntarily form technology committees. Specifically, firm performance ratios such as return on assets, return on equity, and net profit margin appear to be associated with firms' decisions to form board-level technology committees. These findings have post Sarbanes-Oxley corporate governance and performance implications and should be relevant for stakeholders such as the SEC, various stock exchanges, and the firms themselves. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper explores the role of the annual general meeting (AGM) in the mediation of tensions between the board of directors of a company and its shareholders. An evaluative framework is developed for assessing whether directors at any particular AGM appear to be making the meeting inclusive for the shareholders. Consideration is made at first of the place of the AGM as a corporate governance device, concluding that in recent times shareholder voting on resolutions and questioning of the board exhibit important features of self-governance as opposed to external regulation. A scoring system is then developed for assessing whether an AGM favours the company or the shareholders, using twelve criteria to rank them. The results of observations of 22 AGMs over recent years in five industrial sectors are then analysed and assessed, with reasons for high and low scores being suggested. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" The dichotomous worlds hypothesis holds that corporate governance systems worldwide are either based on the Anglo-American shareholder model or the Eurasian stakeholder model. We suggest a more fine-grained classification, based on five corporate governance logics - socially constructed, historical patterns of material practices, assumptions, values, beliefs, and rules by which all parties involved in economic productive activities structure their material interdependencies and provide meaning to the social reality of corporate life. These logics are discovered through a content analysis of the corporate governance reform codes of 38 countries. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" In this study, we assert and test that the determination of corporate performance communication and financial analysts' earnings forecasting work are closely intertwined processes. The resulting endogeneity in capital markets' information dissemination and use is strongly influenced by a country's governance regime. Results from simultaneous equation regressions show significant interrelationships between financial analysts' activities and corporate disclosure transparency for North American firms. Moreover, analyst following underlies corporate disclosure, which ultimately leads to a reduction in the dispersion of analysts' earnings forecasts. In contrast, capital markets' information dynamics for continental European firms are much weaker. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper analyses international location decisions of corporations based on corporate governance considerations. Using firm level data on 540 Multinational Enterprises (MNEs) with 44,149 subsidiaries in 188 countries, we test whether firms with relatively good governance standards are more often located in countries with a weak governance system. We find empirical support for this hypothesis, especially for those corporations present in low-income countries. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" In this study, we explore what kinds of family firms are more likely to have a family CEO or professional CEO, and investigate the performance of CEOs from different backgrounds. The results show that firms with low requirements in managerial skills and a high potential for expropriation are more likely to choose a CEO from the controlling family (nepotism). Our investigation, furthermore, shows that when a firm requires high managerial skills, using a professional CEO can help firm performance, especially if the family has low cash-flow rights and weak control. When there is large opportunity for expropriation in a family firm, the firm's performance will be better if the CEO is a family member and the family has highly persuasive cash-flow rights. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper explores the relationship between directors' pay and performance within Australian banking, using panel data for the 1992-2005 period. The relationship between CEO pay and performance is investigated also. Several earnings models are estimated, using different dependent variables, alternate measures of performance and different estimation techniques. The results indicate an absence of a contemporaneous relationship between directors' pay and bank performance, and no association with prior year performance. However, there is a more distant pay-performance relationship, with total directors' pay having a robust positive association with earnings per share lagged two years, as well as with ROE lagged two years. The other key determinants of directors' pay in Australian banking are bank specific managerial policies, lags in the administration of pay, bank size, directors' age and directors' stock ownership. In contrast to total directors' pay, the evidence confirms a strong positive and direct association between CEO remuneration and prior year bank performance. The pay-performance association is stronger and more direct for CEO remuneration than it is for total directors' remuneration. The responsiveness of CEO pay with respect to bank performance appears to have increased over time. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Research on the efficacy of stock-based compensation for outside directors has documented a weak or non-existent relationship with firm performance. Other variables also influence the relationships between these two constructs. Consistent with agency theory, we show, for a sample of 450 Standard & Poor 500 firms over the 1995-97 period that the use of director stock options and grants ratios was more strongly associated with positive performance in firms with (a) higher investment opportunities, and (b) weaker external monitoring. These findings have implications for compensation committees in the structuring of director compensation. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" The purpose of this paper is to analyse the relationship between the likelihood that a company will receive a qualified audit report (as a measure of the quality of financial information) and the existence and characteristics of the audit committee (AC). For listed companies that voluntarily created an AC in the period following the publication in 1998 of the Spanish Code of Corporate Governance, known as the Olivencia Code, we find that ACs size, the percentage of independent members in ACs, company size, losses reported in either or both of the previous two years, receiving the same qualified audit opinion as in the previous year and ownership concentration affect the likelihood of receiving error or non-compliance qualifications. However, the existence of an AC and its composition are not factors associated with the receipt of audit reports containing uncertainties or scope limitations, while losses reported in either or both of the previous two years and receiving the same qualified opinion as in the previous year are. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" We test whether corporate governance mechanisms promoted by best practice codes are effective in constraining earnings manipulation for a Spanish sample of quoted companies during the period 1999-2001. In particular, we analyse the association between earnings management and two key aspects of corporate governance: board composition and the existence of board monitoring committees. Our results show that board composition significantly determines earnings manipulation practices. However, the main role in constraining such practices is not played by independent directors, as UK and US based research suggests, but by institutional directors. No correlation is found between the existence of an independent audit committee and earnings management measures. Finally, the existence and composition of a nomination committee affects the role of independent directors in constraining earnings manipulation. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Recent high-profile corporate failures in the US and elsewhere in the world, many of which were caused by, or at least exacerbated by, weak governance practices, have convinced an increasing number of once sceptical investors that governance is a separate risk class that certainly requires attention and, in many cases, expert analysis. In this paper we examine corporate governance in Tunisia, North Africa, by analysing the board, the ownership structures and the financial market. By using a panel data set of 24 firms listed on the Tunisian Stock Exchange for the period 2000 to 2005, we provide evidence that governance in Tunisian firms is characterised by strong blockholders (often including families). Moreover, firms can choose between a dual board and a monist board. Our estimates show that Tunisian governance is weak. Finally we provide evidence for a strong relationship between governance and corporate performance. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" The National Australia Bank (NAB), one of Australia's largest banks, announced losses in 2004 of AUD$360 million due to unauthorised foreign currency trading activities by four employees who incurred and deceptively concealed the losses. The NAB had in place risk limits and supervision to prevent trading desks ever reaching positions of this magnitude. However, the risk management policies and procedures proved ineffective. The purpose of this paper is to analyse the deceit, via a content analysis of official investigative reports and other published documents, to determine the extent to which the Bank's culture and leadership may have influenced the rogue traders' behaviour. The findings suggest that cultural issues, and the role played by the Bank's leaders, were influential in creating a profit-driven culture that ultimately impacted the Bank's foreign exchange operating activities. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper investigates empirically the effect of board ownership on firm performance in Bangladesh. By estimating single equation and simultaneous equation models on an unbalanced pooled sample of listed firms, it offers some new insight into the ownership-performance link in Bangladesh. Building on extant literature, it examines the ownership-performance relationship in an emerging market economy considering ownership as exogenous and as endogenous. The latter approach is favoured as recent empirical evidence shows that ownership and performance are endogenously determined and there is either a reverse-way or two-way causality relationship between the two. While OLS regression analysis indicates a linear and non-linear relationship between board ownership and performance, this disappears when 2-SLS estimation of a simultaneous equation model is carried out. Instead, a reverse causality relationship emerges. Other governance and control variables appear to have effects consistent with the literature. These results suggest a need to strengthen the internal control mechanisms within listed firms in Bangladesh. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" We value UK executive stock options (ESOs) as American options that are awarded conditional on the probability of the holders achieving some performance criteria. Unlike the standard Black and Scholes (BS) model, which is universally used both in the literature and practice, this provides a more realistic representation of UK ESOs. We show that UK ESOs actually have less value and contain more incentives than they appear under the BS approach. Specifically, we observe a 17 per cent average discount in the value of the ESOs when compared to their BS value. In addition, we find significantly higher incentive levels when we measure the sensitivity of the options using the hedge ratio, i.e. the option's delta. We argue that these findings have implications for two contemporary debates in the UK, i.e. the substitution of ESOs by Long-Term Incentive Plans (LTIPs) and the discounting of ESO value from company profits. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
"No abstract is available for this item."
"No abstract is available for this item."
" This paper reports interview-based research examining reasons for the continued increase in executive directors' remuneration in large UK companies. This issue has not specifically been addressed by previous studies, which have focused on the level of the increases, rather than their underlying explanations. Reasons given for making changes included: increases due to being below-market; changing performance-related schemes that did not pay out or paid less than expected; changes in the company's culture or strategy; changes to senior personnel; and compliance with good practice in human resource management and in corporate governance. The results are analysed through two theoretical lenses. Agency theory provides an explanation of the structure of the contracts; expectancy theory suggests why schemes might be changed to motivate the executives. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This paper focuses on the corporate governance reforms in Malaysia since the 1997/1998 Asian financial crisis. Drawing upon ten in-depth semi-structured interviews conducted with leading players who were highly involved in Malaysia's corporate governance development, together with a review of the literature in this area, the paper offers evidence on the meaning of corporate governance in the Malaysian context, the factors behind the recent reforms and views on the appropriate corporate governance system for Malaysia. While it is shown that Malaysia's corporate governance reforms has modelled on the Anglo-American systems to a large extent, the majority of the interviewees placed greater emphasis on the social aspect of corporate governance in contrast to the traditional notion of shareholder accountability. The main concern raised in the paper is that without changes in the previous problematic corporate culture, the intended purpose of the recent corporate governance reforms will unlikely to be achieved. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" To evaluate the Chinese government's recent market-orientated efforts to promote good corporate governance, this paper conducts a re-examination of the working mechanics for market competition and other market-based governance mechanisms to ensure good corporate governance. The finding is that the utility of market mechanisms may have been exaggerated. Not only are they not effective in disciplining serious managerial misbehaviour that offers managers more gain than loss, even their limited value to discourage such misbehaviour as managerial shirking is conditioned on that the opportunities for illegitimate enrichment by managers are few. On the contrary, legal sanction is fundamental to good corporate governance, because it is the only feasible way to combat such serious misbehaviour and curb illegitimate enrichment. Current experience of corporate governance in China conforms to this finding and poor corporate governance in China is better explained by the lack of credible legal deterrence. This being the case, the top priority for China is to strengthen legal sanction in order to rein in the excessive misappropriation and flagrant fraud. Only once this has been done will the efforts to implement market-orientated reforms bear any significant fruits. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" This study analyses the relationship between ownership structure and board of director composition and their influences on the total factor productivity (TFP) of Taiwan's firms. The empirical results show that the curvilinear specification is better to capture the relationship between inside ownership and firm productivity. Meanwhile, the ownership structure in a firm indeed affects differences in TFP between conglomerate firms and non-conglomerate firms, high-tech firms and non-high-tech firms, and family-owned firms and non-family-owned firms. Additionally, a smaller board may be less encumbered by bureaucratic problems and more functional and CEO duality may be able to improve productivity. Furthermore, productivity deteriorates with increasing proportion of collateralised shares. More institutional holdings, however, are an effective way to alleviate the negative impact of collateralised shares on TFP. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" To understand the evolving perspectives and behaviour of directors and institutional investors, field research was conducted in 2004-2005 by way of a survey with corporate directors in four countries (Australia, Canada, New Zealand and the United States; n &equals; 658) and institutional investors in Canada (n &equals; 34). Reported changes in directors' views and practices are substantial and consistent across countries, the defining characteristic of which is a fundamental shift in the positioning of the board toward becoming a strategic partner to management. The role of institutional investors also shifted in ways that are complementary to this new role of directors (e.g., toward increased monitoring). While most research has focused on agency concepts of the board as monitors of management, our research suggests that the board is evolving towards a more collaborative role with management, consistent with stewardship theory. Our findings also suggest that directors are seeking a balance between collaboration and their role as monitors of management, rejecting the notion of the board as primarily a monitoring body. An evolutionary model is offered to explain these changes and implications are discussed. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" It is often argued that Black-Scholes (1973 ) values overstate the subjective value of stock options granted to risk-averse and under-diversified executives. We construct a \"representative\" Swiss executive and extend the certainty-equivalence approach presented by Hall and Murphy (2002) to assess the value-cost wedge of executive stock options. Even with low coefficients of relative risk aversion, the discount can be above 50 per cent compared to the Black-Scholes values. Regression analysis reveals that the equilibrium level of executive compensation is explained by economic determinant variables such as firm size and growth opportunities, whereas the pay-for-performance sensitivity remains largely unexplained. Firms with larger boards of directors pay higher wages, indicating potentially unresolved agency conflicts. We reject the hypothesis that cross-sectional differences in the amount of executive pay vanish when risk-adjusted values are used as the dependent variable. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Using a sample of S&P 1500 firms between 1997 and 2000, this paper examines the effects of outside directors' stock-option compensation on firms' R&D intensity. Results suggest that including stock options in outside directors' compensation enhances firms' R&D. Moreover, stock-option compensation moderates the relationship between board composition and R&D intensity. These results suggest that outside directors' compensation schemes do matter. The results also highlight the need to re-evaluate previous findings that addressed the effects of board composition on both firms' performance and strategic decisions. Copyright (c) 2007 The Author; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Using data from 3,638 Spanish firms between 1996 and 2000, this article studies the relationship between the presence of large shareholders in the ownership structure of firms and R&D investment. Consistent with our theoretical contention, our results indicate that the impact of large shareholders on the R&D investment is (1) negative when blockholders are banks, (2) positive when blockholders are non-financial corporations and (3) null when blockholders are individuals. In addition, we find a systematic negative relationship between the number of blockholders and R&D investment. Finally, we extend our study by analysing the influence that the combined effect between blockholder type and R&D investment has on the firm's economic performance. Results of this work provide relevant implications for policy makers and academic research. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Although \"board process\" has been identified as a critical element for future corporate governance research, gaining access to corporate boardrooms is extremely difficult if not virtually impossible for most researchers. This study attempts to address this important issue in the research methodology used to study boards. Rather than discussing the research results of the particular study however, we focus on those impediments that were faced in gaining access to boards of directors, and how these impediments were overcome. Obtaining such access included the utilisation of several non-traditional routes. The study concludes with implications for future corporate governance research. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" In this paper we analyse boards of directors as workgroups, i.e. groups of people that perform one or more tasks within an organisational context. Building on previous studies, we developed a model that relates group's social-psychological processes to three different board tasks: service, monitoring and networking. We tested our model through a survey on 301 large manufacturing firms in Italy. Our findings support the idea that (a) process variables and, to a limited extent, demographic variables significantly influence board task performance; (b) board processes have a different impact on each specific board task; (c) board task performance varies depending upon firm and industry characteristics. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Recent US corporate governance reforms introduced extensive regulations and guidelines for public corporations, particularly corporate boards. This article evaluates the extent to which empirical research on corporate boards and firm performance supports these reforms. Building on the meta-analysis conducted by Zahra and Pearce (1989 ), we review 105 studies published between 1989 and 2005. We find most of the practices mandated by the Sarbanes-Oxley Act of 2002, and the regulations issued by the New York Stock Exchange (NYSE) and the NASDAQ, had not been subject to prior study. Where board characteristics have been studied, we find limited guidance for policymakers on identifying governance practices that result in more effective firm performance. In an effort to increase the relevance of future research on boards and firm performance, we provide a framework on corporate boards. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" There is a considerable volume of research on the effects of ownership structure on firm performance. However, the empirical results in this field are often conflicting and inconsistent. A meta-analysis based on 33 studies allows an integration of the results on the association between insider ownership, ownership concentration and firm performance. The findings show that governance system, measurement of performance, and control for endogeneity moderate the effect of ownership on firm performance. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
" Audit committees (AC) and the internal audit function (IAF) are two key corporate governance mechanisms. The primary objective of this study is to provide insights into internal auditors' perceptions of their interactions with AC members in Malaysia. The paper thus contributes to the extant literature by providing additional evidence from a South-east Asian country which is recognised as being characterised with a high power distance culture and a developing capital market. The findings are based on in-depth interviews of the heads of the internal audit function (HIAFs) from 11 publicly listed companies. The results indicate infrequent informal communications and limited private meetings between the HIAFs and ACs, and a need for clear reporting lines. Further, ACs are seen to be held in high esteem for their authority and are expected to take on greater leadership in the inquiry of management's decision-making. These findings highlight the importance of the leadership role of ACs in supporting the IAF. Copyright (c) 2007 The Authors; Journal compilation (c) 2007 Blackwell Publishing Ltd."
