"word","n"
"informative",4
"initial",4
"intensity",4
"interpretation",4
"invest",4
"investments",4
"lasso",4
"lender",4
"lending",4
"levels",4
"likelihood",4
"limits",4
"linear",4
"liquidation",4
"local",4
"macroeconomic",4
"managerial",4
"monthly",4
"motives",4
"natural",4
"negatively",4
"nominal",4
"nonlinear",4
"operating",4
"otc",4
"outperform",4
"overdraft",4
"overhang",4
"parameters",4
"patent",4
"paying",4
"percentage",4
"pessimistic",4
"plans",4
"presence",4
"previously",4
"prior",4
"process",4
"product",4
"protection",4
"purchase",4
"question",4
"raises",4
"random",4
"reallocation",4
"reduced",4
"reduction",4
"reflection",4
"reputation",4
"retention",4
"rise",4
"riska",4
"savings",4
"scale",4
"scheme",4
"sector",4
"sellers",4
"sets",4
"shadow",4
"shareholder",4
"slow",4
"socially",4
"sophisticated",4
"source",4
"strategies",4
"subsequent",4
"sufficient",4
"superior",4
"survey",4
"target",4
"temporary",4
"total",4
"underlying",4
"unlevered",4
"valuable",4
"wide",4
"window",4
"act",3
"actively",3
"activist",3
"activities",3
"activity",3
"actual",3
"addition",3
"adjustment",3
"administrative",3
"affected",3
"agency",3
"allocated",3
"allocating",3
"announced",3
"announcements",3
"anticipate",3
"anticipated",3
"antiherding",3
"antitakeover",3
"approaches",3
"approximately",3
"approximation",3
"arises",3
"arising",3
"auctions",3
"aversion",3
"bank's",3
"booms",3
"broadly",3
"bs",3
"causally",3
"caused",3
"ceos",3
"characterize",3
"china",3
"cities",3
"closed",3
"combined",3
"commercial",3
"commodity",3
"competing",3
"composition",3
"computed",3
"concentrated",3
"conclude",3
"consequences",3
"considerably",3
"constraint",3
"consumers",3
"context",3
"contributes",3
"contribution",3
"contributions",3
"core",3
"correlate",3
"countercyclical",3
"cut",3
"cyclicality",3
"daily",3
"date",3
"declined",3
"declines",3
"defaults",3
"defined",3
"determine",3
"developed",3
"development",3
"diagnostic",3
"difficult",3
"directors",3
"discrepancies",3
"discuss",3
"disposition",3
"distinct",3
"distortions",3
"divisions",3
"downside",3
"drive",3
"earns",3
"endogenously",3
"enhance",3
"entire",3
"establish",3
"estate",3
"estimates",3
"etf",3
"evaluate",3
"events",3
"existing",3
"exit",3
"expenditures",3
"experienced",3
"explaining",3
"explains",3
"explanation",3
"explanations",3
"exploits",3
"exposures",3
"extrapolation",3
"fails",3
"fall",3
"faster",3
"favorable",3
"federal",3
"final",3
"fit",3
"fits",3
"focus",3
"follow",3
"forward",3
"frame",3
"function",3
"generated",3
"gradually",3
"grants",3
"hedgers",3
"higha",3
"historical",3
"home",3
"horizon",3
"i.e",3
"identifies",3
"identity",3
"idiosyncratic",3
"implement",3
"implied",3
"imply",3
"incorporate",3
"inducing",3
"influencing",3
"innovation",3
"insure",3
"intermediaries",3
"intervention",3
"intradaily",3
"introduces",3
"inventory",3
"investigates",3
"involving",3
"jumps",3
"kernel",3
"largest",3
"law",3
"lean",3
"linking",3
"literate",3
"literature",3
"loss",3
"manager's",3
"manufacturers",3
"meaningful",3
"means",3
"measures",3
"method",3
"mitigate",3
"mitigates",3
"mitigating",3
"moments",3
"mortality",3
"movements",3
"municipal",3
"neutral",3
"nonlinearities",3
"nontrading",3
"observing",3
"officials",3
"optimally",3
"optimistic",3
"owned",3
"panel",3
"parameter",3
"parity",3
"partially",3
"passive",3
"pays",3
"peers",3
"performs",3
"pledgeability",3
"political",3
"politicians",3
"positively",3
"practice",3
"precise",3
"predicting",3
"premiums",3
"primarily",3
"principal",3
"priors",3
"profit",3
"pronounced",3
"proxy",3
"puzzle",3
"raising",3
"range",3
"react",3
"recommendations",3
"reductions",3
"reflected",3
"refunding",3
"regressions",3
"requires",3
"resale",3
"research",3
"respond",3
"responsible",3
"retailers",3
"revelation",3
"risky",3
"rule",3
"salience",3
"servicers",3
"services",3
"shaped",3
"sharing",3
"sign",3
"simple",3
"single",3
"slope",3
"slower",3
"specific",3
"spikes",3
"stable",3
"start",3
"statistical",3
"stockholders",3
"stress",3
"structural",3
"subjects",3
"subsequently",3
"substantially",3
"substitution",3
"suggesting",3
"supports",3
"sw",3
"swaps",3
"system",3
"timing",3
"tom",3
"tournament",3
"tradea",3
"trader",3
"traditional",3
"type",3
"unemployment",3
"unexpected",3
"united",3
"unrealized",3
"ups",3
"upside",3
"variability",3
"varies",3
"varying",3
"view",3
"violations",3
"volatile",3
"wages",3
"widespread",3
"worth",3
"yields",3
"absorb",2
"actions",2
"added",2
"adjustable",2
"adoptive",2
"advice",2
"advisers",2
"advisor",2
"age",2
"agent's",2
"agreements",2
"allowing",2
"amazon",2
"amounts",2
"analyses",2
"ante",2
"appears",2
"applications",2
"applied",2
"applies",2
"arise",2
"arrives",2
"assignment",2
"attainable",2
"auction",2
"avoid",2
"bargaining",2
"benchmarks",2
"beneficial",2
"biases",2
"biological",2
"birth",2
"board",2
"boosting",2
"boosts",2
"borrowers",2
"broad",2
"broader",2
"broker",2
"broking",2
"btm",2
"bubble",2
"building",2
"burdens",2
"business",2
"businesses",2
"buy",2
"calibrated",2
"candidate",2
"capitalized",2
"career",2
"categorized",2
"cdx",2
"charge",2
"charts",2
"cheap",2
"cip",2
"city",2
"client's",2
"clienteles",2
"closer",2
"collateralized",2
"commoditya",2
"comparing",2
"competitive",2
"competitors",2
"components",2
"comprising",2
"conclusion",2
"conduct",2
"conflicted",2
"considered",2
"construction",2
"content",2
"contingent",2
"continuous",2
"contracting",2
"controls",2
"conventional",2
"correct",2
"country",2
"covariance",2
"covered",2
"creating",2
"creditors",2
"crra",2
"dc",2
"dealing",2
"debit",2
"decades",2
"decline",2
"declining",2
"decreased",2
"degree",2
"delayed",2
"deposits",2
"depth",2
"designed",2
"detailed",2
"device",2
"differential",2
"differentially",2
"differentials",2
"differentiation",2
"diffusion",2
"directly",2
"disappear",2
"disclosure",2
"dismissal",2
"display",2
"disruption",2
"distort",2
"distorted",2
"distributed",2
"distribution",2
"districts",2
"documented",2
"double",2
"downturns",2
"draw",2
"drives",2
"driving",2
"drops",2
"dry",2
"duration",2
"earlier",2
"easier",2
"economies",2
"efficacy",2
"election",2
"emotional",2
"encourage",2
"endogeneity",2
"entrepreneur's",2
"environment",2
"espp",2
"estimation",2
"etfs",2
"european",2
"examiners",2
"exceed",2
"exceeds",2
"executive",2
"exercises",2
"exert",2
"exhibits",2
"expansion",2
"expansions",2
"expectation",2
"expense",2
"expensive",2
"experiences",2
"explanatory",2
"explicit",2
"explores",2
"exposed",2
"extant",2
"extensions",2
"externality",2
"facilitates",2
"facilitating",2
"fail",2
"failure",2
"families",2
"featuring",2
"fewer",2
"field",2
"financed",2
"financially",2
"finding",2
"fire",2
"fluid",2
"fm",2
"fom",2
"fomc",2
"forces",2
"forcing",2
"forecasting",2
"formula",2
"france's",2
"frequent",2
"frequently",2
"fronta",2
"ftt",2
"fulfilling",2
"gap",2
"gender",2
"globalization",2
"grade",2
"grant",2
"granted",2
"growtha",2
"hazard",2
"held",2
"helping",2
"heuristic",2
"history",2
"human",2
"hypothesis",2
"ideal",2
"iii",2
"illiquid",2
"imbalances",2
"implementation",2
"import",2
"impressive",2
"improper",2
"includes",2
"inconsistent",2
"incorrect",2
"induces",2
"inefficiencies",2
"inefficient",2
"inference",2
"inflation",2
"inflows",2
"initially",2
"input",2
"inputs",2
"insolvency",2
"installed",2
"insulate",2
"intelligence",2
"intermediated",2
"intuition",2
"invariance",2
"inviter",2
"journal",2
"lab",2
"land",2
"leadership",2
"led",2
"legal",2
"levered",2
"light",2
"likelihoods",2
"line",2
"link",2
"links",2
"liquid",2
"liquidated",2
"literacy",2
"lived",2
"loaded",2
"lost",2
"lottery",2
"lowering",2
"lowers",2
"machines",2
"madrigal",2
"magnifies",2
"main",2
"manager",2
"manipulation",2
"margin",2
"marketwide",2
"matter",2
"maximize",2
"measured",2
"mechanisms",2
"media",2
"mega",2
"mentioning",2
"merger",2
"messages",2
"methodology",2
"miller",2
"minimum",2
"minus",2
"minusa",2
"mismatch",2
"mispriced",2
"misses",2
"modigliani",2
"month",2
"moral",2
"mortgages",2
"motivation",2
"moving",2
"nature",2
"nonfundamental",2
"nonspecialist",2
"nontradable",2
"nuisance",2
"observe",2
"office",2
"online",2
"origination",2
"outflows",2
"outliers",2
"overcome",2
"overreact",2
"overweight",2
"overweighting",2
"owner",2
"participants",2
"partly",2
"patents",2
"pattern",2
"peer",2
"perceive",2
"peripheral",2
"periphery",2
"persistence",2
"persists",2
"plan",2
"plausible",2
"ponzi",2
"position",2
"possibility",2
"posting",2
"pre",2
"predictor",2
"predominantly",2
"pressure",2
"prevent",2
"priori",2
"pro",2
"probabilities",2
"produce",2
"produces",2
"producing",2
"professional",2
"profitable",2
"promote",2
"propensity",2
"properties",2
"property",2
"proportion",2
"proposed",2
"prospect",2
"prospects",2
"providers",2
"proxies",2
"purpose",2
"quantitative",2
"quantitatively",2
"quartile",2
"questions",2
"quid",2
"quo",2
"quote",2
"raised",2
"rating",2
"ratio",2
"rational",2
"rationalizes",2
"rationals",2
"reached",2
"realistic",2
"recover",2
"refinancing",2
"reform",2
"refunded",2
"regions",2
"regulations",2
"regulatory",2
"rely",2
"relying",2
"rents",2
"replace",2
"replacement",2
"representativeness",2
"represents",2
"required",2
"resources",2
"respect",2
"retirement",2
"revealing",2
"revenues",2
"reverse",2
"robust",2
"route",2
"screen",2
"security",2
"segmentation",2
"seller",2
"separate",2
"serves",2
"service",2
"severe",2
"shanken",2
"sheet",2
"sheets",2
"shifting",2
"shifts",2
"shipping",2
"shorting",2
"signaling",2
"signs",2
"skills",2
"smoothing",2
"softening",2
"sold",2
"solely",2
"spanned",2
"sparse",2
"sparsity",2
"spatial",2
"specialized",2
"specifically",2
"speculation",2
"speculative",2
"speculators",2
"spillovers",2
"spot",2
"spreading",2
"sri",2
"stabilizing",2
"stage",2
"starting",2
"starts",2
"startups",2
"statistic",2
"status",2
"stimulus",2
"stock's",2
"students",2
"subject",2
"subjective",2
"suffer",2
"sufficiently",2
"surprise",2
"survival",2
"susceptible",2
"systematically",2
"systems",2
"takeover",2
"technology",2
"tend",2
"tenure",2
"theorem",2
"top",2
"tranches",2
"transactions",2
"translates",2
"transmission",2
"transparency",2
"treatment",2
"trigger",2
"trillion",2
"true",2
"trust",2
"types",2
"typical",2
"typically",2
"u.k",2
"unbalanced",2
"unclear",2
"uncover",2
"underestimate",2
"underperformance",2
"unified",2
"usage",2
"users",2
"utility",2
"utilization",2
"variable",2
"variances",2
"variety",2
"versa",2
"vesting",2
"vice",2
"violated",2
"voting",2
"walk",2
"war",2
"weaker",2
"weeks",2
"wholesale",2
"wider",2
"wind",2
"winning",2
"women's",2
"word",2
"workers",2
"worst",2
"yesterday's",2
"<U+0153>commodity",1
"<U+0153>greenspan",1
"<U+0153>lemonsa",1
"<U+0153>multiplya",1
"<U+0153>righta",1
"<U+0153>ruthless",1
"1850s",1
"1980s",1
"2015a",1
"2015b",1
"a<U+02C6>",1
"abandon",1
"abilities",1
"absence",1
"absent",1
"absolute",1
"abundant",1
"acceptable",1
"accessible",1
"accidentally",1
"accommodating",1
"accompanies",1
"accordance",1
"accounting",1
"accruing",1
"accumulation",1
"accurate",1
"acknowledged",1
"acquire",1
"acquisition",1
"action",1
"activism",1
"activists",1
"actuarial",1
"acuity",1
"add",1
"address",1
"addresses",1
"adds",1
"adjust",1
"adjusted",1
"adjusts",1
"adoptees",1
"advisory",1
"affecting",1
"affiliates",1
"affiliations",1
"affine",1
"affirmative",1
"agencies",1
"agent",1
"aggressively",1
"agricultural",1
"ahead",1
"aiding",1
"airline",1
"algorithm",1
"align",1
"allocate",1
"allocators",1
"alongside",1
"alternatives",1
"ambiguous",1
"amenable",1
"ample",1
"amplify",1
"amplifying",1
"analytic",1
"analytical",1
"announcement",1
"announcing",1
"annualized",1
"antitrust",1
"appeal",1
"appeared",1
"applicability",1
"appoint",1
"appointments",1
"appoints",1
"appreciating",1
"apr",1
"arbitrageur",1
"arm",1
"arrangement",1
"arrival",1
"arrive",1
"aspects",1
"assuming",1
"assumptions",1
"asymmetry",1
"ata",1
"attain",1
"attempt",1
"attempts",1
"attention",1
"attenuates",1
"attenuation",1
"attract",1
"attributable",1
"attributes",1
"augmented",1
"august",1
"authorities",1
"autocorrelation",1
"autodebit",1
"automation",1
"availability",1
"avoidance",1
"avoiding",1
"balances",1
"bankinga",1
"banning",1
"barillas",1
"barras",1
"basic",1
"baskets",1
"battery",1
"behalf",1
"bellman",1
"benchmarkadjusted",1
"benefitted",1
"bidders",1
"bilaterally",1
"bill",1
"binary",1
"binding",1
"block",1
"body",1
"bond's",1
"bondholders",1
"bookbuilding",1
"bookrunners",1
"bootstrap",1
"borrowings",1
"bottom",1
"bps",1
"branches",1
"breakdown",1
"brick",1
"brokerage",1
"budget",1
"buffers",1
"built",1
"bulk",1
"bundled",1
"busts",1
"buys",1
"calculation",1
"calibrate",1
"calibrations",1
"callable",1
"campaign",1
"campaigns",1
"campbell",1
"canadian",1
"canonical",1
"cap",1
"capable",1
"capm",1
"capturing",1
"card",1
"cared",1
"cars",1
"casts",1
"catalyst",1
"categories",1
"causing",1
"center",1
"ceo's",1
"certificates",1
"certification",1
"chain",1
"challenges",1
"chance",1
"changed",1
"changing",1
"channels",1
"characterization",1
"characterizes",1
"cheaper",1
"checking",1
"checkout",1
"chf",1
"child",1
"claim",1
"class",1
"classes",1
"classical",1
"clearing",1
"client",1
"clientele",1
"climate",1
"closure",1
"cmbs",1
"code",1
"coefficient",1
"coexist",1
"coincides",1
"collapse",1
"collapsed",1
"collapses",1
"collaterala",1
"collateralizeable",1
"collect",1
"collected",1
"collecting",1
"collection",1
"colombia",1
"combination",1
"combines",1
"commensurate",1
"commercials",1
"commission",1
"commitments",1
"committees",1
"committing",1
"commodities",1
"commonality",1
"commonly",1
"communicate",1
"companies",1
"comparative",1
"comparatively",1
"compare",1
"comparison",1
"comparisons",1
"compensate",1
"compensates",1
"compete",1
"competed",1
"competent",1
"competitively",1
"complementarity",1
"complementary",1
"complete",1
"completed",1
"compounded",1
"compustat",1
"computation",1
"computational",1
"concentrates",1
"concert",1
"conclusions",1
"conditioning",1
"conducts",1
"confidence",1
"confirm",1
"conflict",1
"conjecture",1
"connectedness",1
"connections",1
"connectivity",1
"consecutive",1
"consensus",1
"conservative",1
"considerable",1
"considerations",1
"consist",1
"consistency",1
"consistently",1
"constraining",1
"constrains",1
"constructs",1
"consumed",1
"consumer",1
"contagion",1
"continue",1
"continues",1
"continuum",1
"contractual",1
"contribute",1
"contributing",1
"convergence",1
"conversely",1
"conversion",1
"convertible",1
"convex",1
"convey",1
"conveys",1
"corporation",1
"corporations",1
"corrected",1
"correcting",1
"correction",1
"correctly",1
"corrects",1
"correlations",1
"corte",1
"counterfactual",1
"counterfactually",1
"countryside",1
"county",1
"court",1
"covariances",1
"covaries",1
"covary",1
"covenant",1
"coverture",1
"coverture's",1
"crashes",1
"creation",1
"critique",1
"crowds",1
"currenciesa",1
"curvature",1
"curve",1
"customer",1
"customization",1
"cutting",1
"daughters",1
"dear",1
"deaths",1
"debtholder",1
"decide",1
"deciding",1
"decompose",1
"decomposition",1
"deductible",1
"deep",1
"deepened",1
"deeper",1
"deeply",1
"defeased",1
"defenses",1
"defer",1
"deferred",1
"deflate",1
"delays",1
"delinquency",1
"delinquent",1
"deliver",1
"delivers",1
"della",1
"demise",1
"demographically",1
"densities",1
"depart",1
"depend",1
"dependence",1
"depending",1
"depletes",1
"depository",1
"depreciation",1
"deregulation",1
"derived",1
"describe",1
"describes",1
"designs",1
"desire",1
"desks",1
"destroy",1
"destroyed",1
"destruction",1
"details",1
"detected",1
"deteriorate",1
"deterioration",1
"determinants",1
"determining",1
"detrimental",1
"develops",1
"differentiate",1
"differing",1
"differs",1
"diffusive",1
"disaster",1
"discards",1
"discipline",1
"disclosures",1
"disconnected",1
"discriminate",1
"dismiss",1
"dismissive",1
"displacement",1
"distorts",1
"distract",1
"distraction",1
"distress",1
"distribute",1
"divergence",1
"divest",1
"divestitures",1
"divestment",1
"doctors",1
"doctrine",1
"documents",1
"dollar",1
"domains",1
"domestic",1
"dominant",1
"dominates",1
"doubt",1
"downsize",1
"downstream",1
"downturn",1
"dramatically",1
"drawing",1
"drawn",1
"driver",1
"durable",1
"earned",1
"earning",1
"easing",1
"economizes",1
"effectively",1
"elapsed",1
"elastic",1
"elasticities",1
"elasticity",1
"elected",1
"electronics",1
"elicit",1
"elicited",1
"eliminate",1
"emanates",1
"emerged",1
"emphasize",1
"employ",1
"employing",1
"enables",1
"encountered",1
"encouraging",1
"endogenizes",1
"enforcement",1
"engaging",1
"enhances",1
"enterprises",1
"entrepreneur",1
"environmental",1
"environmentally",1
"episodes",1
"equal",1
"equates",1
"equation",1
"equipment",1
"equities",1
"espps",1
"essential",1
"established",1
"establishment",1
"estimator",1
"eur",1
"euro",1
"evaluation",1
"event",1
"eventually",1
"evolving",1
"exacerbating",1
"exaggerating",1
"examines",1
"examining",1
"examples",1
"exceeded",1
"excessively",1
"exciting",1
"exclusively",1
"execute",1
"executed",1
"executives",1
"exertion",1
"exerts",1
"exhausting",1
"exhibited",1
"existence",1
"expanding",1
"expands",1
"expect",1
"expectationsa",1
"expediency",1
"experiencing",1
"expertise",1
"expiration",1
"explicitly",1
"export",1
"exposes",1
"extend",1
"extending",1
"extensive",1
"extract",1
"extracted",1
"extraction",1
"extrapolate",1
"extreme",1
"faced",1
"facilitated",1
"falls",1
"false",1
"fama",1
"family",1
"fare",1
"farther",1
"fdr",1
"fdr's",1
"feasible",1
"fell",1
"fetch",1
"file",1
"filed",1
"filing",1
"filter",1
"finala",1
"finished",1
"firmsa",1
"fiscal",1
"flatter",1
"flexibility",1
"flexible",1
"flight",1
"flighta",1
"floating",1
"floor",1
"flowing",1
"focusing",1
"forced",1
"foreclosures",1
"forgo",1
"format",1
"forming",1
"forms",1
"formulas",1
"franc",1
"france",1
"francisco",1
"freeze",1
"freezes",1
"french",1
"friction",1
"frictionless",1
"frontier",1
"fuel",1
"functions",1
"fund¡¦s",1
"fundamental",1
"fundamentally",1
"fx",1
"gained",1
"game",1
"gather",1
"gauge",1
"generating",1
"generation",1
"genetic",1
"german",1
"gibbons",1
"giving",1
"governors",1
"gradualism",1
"ground",1
"growing",1
"guarantees",1
"guidance",1
"habit",1
"hamilton",1
"happen",1
"hard",1
"harm",1
"harrison",1
"heavily",1
"heavy",1
"hedgeable",1
"hedges",1
"henceforth",1
"heteroskedasticity",1
"hidden",1
"highlighting",1
"highlights",1
"hinder",1
"histories",1
"historya",1
"hit",1
"holders",1
"homebuyer",1
"homeowner",1
"homeowners",1
"homeownership",1
"homogeneous",1
"horizons",1
"horse",1
"hou",1
"hubs",1
"hypotheses",1
"hysteresis",1
"i's",1
"i.i.d",1
"identifiable",1
"identified",1
"identifying",1
"illness",1
"illustrates",1
"illustrative",1
"images",1
"immediacy",1
"immediately",1
"immune",1
"impaired",1
"impede",1
"implemented",1
"implementing",1
"implying",1
"imports",1
"imposed",1
"imposing",1
"imposition",1
"impounds",1
"improved",1
"inability",1
"inattention",1
"inattentive",1
"incentivize",1
"inception",1
"incoming",1
"incorporated",1
"incur",1
"indefinitely",1
"indeterminacy",1
"indicator",1
"individual's",1
"induce",1
"industrial",1
"industrialization",1
"inequality",1
"infer",1
"inferences",1
"inferior",1
"influences",1
"informal",1
"informativeness",1
"infrastructure",1
"inliers",1
"innovations",1
"innovative",1
"inseparable",1
"inside",1
"insight",1
"inspired",1
"instituted",1
"institution",1
"instrument",1
"insufficient",1
"insulated",1
"insulates",1
"insured",1
"intensifies",1
"intensify",1
"intensities",1
"interaction",1
"interdependence",1
"intermediate",1
"intermediation",1
"intermeeting",1
"internal",1
"interpret",1
"interrupts",1
"intertemporal",1
"intervene",1
"interventions",1
"introduction",1
"invalidates",1
"inversely",1
"invested",1
"investigating",1
"investing",1
"investor's",1
"invitation",1
"invitee",1
"ipos",1
"irrelevance",1
"irrelevant",1
"isolate",1
"issuance",1
"issue",1
"issued",1
"issuing",1
"iv",1
"jacobi",1
"january",1
"jay",1
"jeffreys",1
"job",1
"join",1
"joint",1
"jointly",1
"judges",1
"jump",1
"junior",1
"kahneman",1
"kink",1
"korea",1
"korteweg",1
"kreps",1
"kropf",1
"la",1
"lack",1
"lagged",1
"largea",1
"lasting",1
"latent",1
